county,eoa_name,service_zip_codes,HCPCS_Code,rate,rate_type_service,rate_type_provider,source_url,other_research_comments,other_source_urls,effective_date,NPI,gaso_npi,provider_name,data_quality_flag,research_notes
Sacramento,Region-wide IFT,"95608, 95609, 95610, 95615, 95621, 95624, 95626, 95628, 95630, 95632, 95638, 95639, 95641, 95652, 95655, 95660, 95662, 95670, 95673, 95680, 95683, 95690, 95693, 95741, 95742, 95757, 95758, 95811, 95814, 95815, 95816, 95817, 95818, 95819, 95820, 95821, 95822, 95823, 95824, 95825, 95826, 95827, 95828, 95829, 95830, 95831, 95832, 95833, 95834, 95835, 95836, 95837, 95838, 95841, 95842, 95843, 95864",A0428,2500.0,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1063241867,,County Medical Response,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Sacramento,Region-wide IFT,"95608, 95609, 95610, 95615, 95621, 95624, 95626, 95628, 95630, 95632, 95638, 95639, 95641, 95652, 95655, 95660, 95662, 95670, 95673, 95680, 95683, 95690, 95693, 95741, 95742, 95757, 95758, 95811, 95814, 95815, 95816, 95817, 95818, 95819, 95820, 95821, 95822, 95823, 95824, 95825, 95826, 95827, 95828, 95829, 95830, 95831, 95832, 95833, 95834, 95835, 95836, 95837, 95838, 95841, 95842, 95843, 95864",A0425,25.0,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1386114643,,Eagle Ambulance,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Sacramento,Region-wide IFT,"95608, 95609, 95610, 95615, 95621, 95624, 95626, 95628, 95630, 95632, 95638, 95639, 95641, 95652, 95655, 95660, 95662, 95670, 95673, 95680, 95683, 95690, 95693, 95741, 95742, 95757, 95758, 95811, 95814, 95815, 95816, 95817, 95818, 95819, 95820, 95821, 95822, 95823, 95824, 95825, 95826, 95827, 95828, 95829, 95830, 95831, 95832, 95833, 95834, 95835, 95836, 95837, 95838, 95841, 95842, 95843, 95864",A0428,2800.0,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1386114643,,Eagle Ambulance,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Sacramento,Region-wide IFT,"95608, 95609, 95610, 95615, 95621, 95624, 95626, 95628, 95630, 95632, 95638, 95639, 95641, 95652, 95655, 95660, 95662, 95670, 95673, 95680, 95683, 95690, 95693, 95741, 95742, 95757, 95758, 95811, 95814, 95815, 95816, 95817, 95818, 95819, 95820, 95821, 95822, 95823, 95824, 95825, 95826, 95827, 95828, 95829, 95830, 95831, 95832, 95833, 95834, 95835, 95836, 95837, 95838, 95841, 95842, 95843, 95864",A0425,73.78,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1598773624,,Falcon CCT,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Sacramento,Region-wide IFT,"95608, 95609, 95610, 95615, 95621, 95624, 95626, 95628, 95630, 95632, 95638, 95639, 95641, 95652, 95655, 95660, 95662, 95670, 95673, 95680, 95683, 95690, 95693, 95741, 95742, 95757, 95758, 95811, 95814, 95815, 95816, 95817, 95818, 95819, 95820, 95821, 95822, 95823, 95824, 95825, 95826, 95827, 95828, 95829, 95830, 95831, 95832, 95833, 95834, 95835, 95836, 95837, 95838, 95841, 95842, 95843, 95864",A0428,3791.76,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1598773624,,Falcon CCT,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Sacramento,City of Folsom,"95630, 95762",A0425,39.0,911,county,https://dhs.saccounty.gov/PUB/EMS/Documents/Ambulance%20Fees/2025%20Ambulance%20Fees/EMSA%20Letter_Approved%20Ground%20Ambulance%20Transportation%20Rates_2025.pdf,Verified from Sacramento County 2025 Ground Ambulance Fee Schedule PDF,,2025-01-01,1619974144,,Folsom City Fire Department,Verified,Sacramento County EMS Agency publishes annual approved ground ambulance fee schedule covering all authorized providers. Both 911 and IFT rates listed per provider. Fire departments classified as county/public. ALS mapped to A0427 (911) and A0426 (IFT); BLS to A0429 (911) and A0428 (IFT); CCT to A0434; Mileage to A0425.
Sacramento,City of Folsom,"95630, 95762",A0426,2158.0,IFT,county,https://dhs.saccounty.gov/PUB/EMS/Documents/Ambulance%20Fees/2025%20Ambulance%20Fees/EMSA%20Letter_Approved%20Ground%20Ambulance%20Transportation%20Rates_2025.pdf,Verified from Sacramento County 2025 Ground Ambulance Fee Schedule PDF,,2025-01-01,1619974144,,Folsom City Fire Department,Verified,Sacramento County EMS Agency publishes annual approved ground ambulance fee schedule covering all authorized providers. Both 911 and IFT rates listed per provider. Fire departments classified as county/public. ALS mapped to A0427 (911) and A0426 (IFT); BLS to A0429 (911) and A0428 (IFT); CCT to A0434; Mileage to A0425.
Sacramento,City of Folsom,"95630, 95762",A0427,2158.0,911,county,https://dhs.saccounty.gov/PUB/EMS/Documents/Ambulance%20Fees/2025%20Ambulance%20Fees/EMSA%20Letter_Approved%20Ground%20Ambulance%20Transportation%20Rates_2025.pdf,Verified from Sacramento County 2025 Ground Ambulance Fee Schedule PDF,,2025-01-01,1619974144,,Folsom City Fire Department,Verified,Sacramento County EMS Agency publishes annual approved ground ambulance fee schedule covering all authorized providers. Both 911 and IFT rates listed per provider. Fire departments classified as county/public. ALS mapped to A0427 (911) and A0426 (IFT); BLS to A0429 (911) and A0428 (IFT); CCT to A0434; Mileage to A0425.
Sacramento,City of Folsom,"95630, 95762",A0428,2158.0,IFT,county,https://dhs.saccounty.gov/PUB/EMS/Documents/Ambulance%20Fees/2025%20Ambulance%20Fees/EMSA%20Letter_Approved%20Ground%20Ambulance%20Transportation%20Rates_2025.pdf,Verified from Sacramento County 2025 Ground Ambulance Fee Schedule PDF,,2025-01-01,1619974144,,Folsom City Fire Department,Verified,Sacramento County EMS Agency publishes annual approved ground ambulance fee schedule covering all authorized providers. Both 911 and IFT rates listed per provider. Fire departments classified as county/public. ALS mapped to A0427 (911) and A0426 (IFT); BLS to A0429 (911) and A0428 (IFT); CCT to A0434; Mileage to A0425.
Sacramento,City of Folsom,"95630, 95762",A0429,2158.0,911,county,https://dhs.saccounty.gov/PUB/EMS/Documents/Ambulance%20Fees/2025%20Ambulance%20Fees/EMSA%20Letter_Approved%20Ground%20Ambulance%20Transportation%20Rates_2025.pdf,Verified from Sacramento County 2025 Ground Ambulance Fee Schedule PDF,,2025-01-01,1619974144,,Folsom City Fire Department,Verified,Sacramento County EMS Agency publishes annual approved ground ambulance fee schedule covering all authorized providers. Both 911 and IFT rates listed per provider. Fire departments classified as county/public. ALS mapped to A0427 (911) and A0426 (IFT); BLS to A0429 (911) and A0428 (IFT); CCT to A0434; Mileage to A0425.
Sacramento,Region-wide IFT,"95608, 95609, 95610, 95615, 95621, 95624, 95626, 95628, 95630, 95632, 95638, 95639, 95641, 95652, 95655, 95660, 95662, 95670, 95673, 95680, 95683, 95690, 95693, 95741, 95742, 95757, 95758, 95811, 95814, 95815, 95816, 95817, 95818, 95819, 95820, 95821, 95822, 95823, 95824, 95825, 95826, 95827, 95828, 95829, 95830, 95831, 95832, 95833, 95834, 95835, 95836, 95837, 95838, 95841, 95842, 95843, 95864",A0425,60.0,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1013912781,,Happy Camp Ambulance,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Sacramento,Region-wide IFT,"95608, 95609, 95610, 95615, 95621, 95624, 95626, 95628, 95630, 95632, 95638, 95639, 95641, 95652, 95655, 95660, 95662, 95670, 95673, 95680, 95683, 95690, 95693, 95741, 95742, 95757, 95758, 95811, 95814, 95815, 95816, 95817, 95818, 95819, 95820, 95821, 95822, 95823, 95824, 95825, 95826, 95827, 95828, 95829, 95830, 95831, 95832, 95833, 95834, 95835, 95836, 95837, 95838, 95841, 95842, 95843, 95864",A0426,3675.0,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1013912781,,Happy Camp Ambulance,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Sacramento,Region-wide IFT,"95608, 95609, 95610, 95615, 95621, 95624, 95626, 95628, 95630, 95632, 95638, 95639, 95641, 95652, 95655, 95660, 95662, 95670, 95673, 95680, 95683, 95690, 95693, 95741, 95742, 95757, 95758, 95811, 95814, 95815, 95816, 95817, 95818, 95819, 95820, 95821, 95822, 95823, 95824, 95825, 95826, 95827, 95828, 95829, 95830, 95831, 95832, 95833, 95834, 95835, 95836, 95837, 95838, 95841, 95842, 95843, 95864",A0428,2380.0,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1013912781,,Happy Camp Ambulance,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Sacramento,Region-wide IFT,"95608, 95609, 95610, 95615, 95621, 95624, 95626, 95628, 95630, 95632, 95638, 95639, 95641, 95652, 95655, 95660, 95662, 95670, 95673, 95680, 95683, 95690, 95693, 95741, 95742, 95757, 95758, 95811, 95814, 95815, 95816, 95817, 95818, 95819, 95820, 95821, 95822, 95823, 95824, 95825, 95826, 95827, 95828, 95829, 95830, 95831, 95832, 95833, 95834, 95835, 95836, 95837, 95838, 95841, 95842, 95843, 95864",A0425,39.05,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1679907505,,Journey Ambulance,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Sacramento,Region-wide IFT,"95608, 95609, 95610, 95615, 95621, 95624, 95626, 95628, 95630, 95632, 95638, 95639, 95641, 95652, 95655, 95660, 95662, 95670, 95673, 95680, 95683, 95690, 95693, 95741, 95742, 95757, 95758, 95811, 95814, 95815, 95816, 95817, 95818, 95819, 95820, 95821, 95822, 95823, 95824, 95825, 95826, 95827, 95828, 95829, 95830, 95831, 95832, 95833, 95834, 95835, 95836, 95837, 95838, 95841, 95842, 95843, 95864",A0428,1774.98,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1679907505,,Journey Ambulance,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Sacramento,Region-wide IFT,"95608, 95609, 95610, 95615, 95621, 95624, 95626, 95628, 95630, 95632, 95638, 95639, 95641, 95652, 95655, 95660, 95662, 95670, 95673, 95680, 95683, 95690, 95693, 95741, 95742, 95757, 95758, 95811, 95814, 95815, 95816, 95817, 95818, 95819, 95820, 95821, 95822, 95823, 95824, 95825, 95826, 95827, 95828, 95829, 95830, 95831, 95832, 95833, 95834, 95835, 95836, 95837, 95838, 95841, 95842, 95843, 95864",A0425,60.95,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1871527887,,Medic Ambulance,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Sacramento,Region-wide IFT,"95608, 95609, 95610, 95615, 95621, 95624, 95626, 95628, 95630, 95632, 95638, 95639, 95641, 95652, 95655, 95660, 95662, 95670, 95673, 95680, 95683, 95690, 95693, 95741, 95742, 95757, 95758, 95811, 95814, 95815, 95816, 95817, 95818, 95819, 95820, 95821, 95822, 95823, 95824, 95825, 95826, 95827, 95828, 95829, 95830, 95831, 95832, 95833, 95834, 95835, 95836, 95837, 95838, 95841, 95842, 95843, 95864",A0426,3006.42,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1871527887,,Medic Ambulance,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Sacramento,Region-wide IFT,"95608, 95609, 95610, 95615, 95621, 95624, 95626, 95628, 95630, 95632, 95638, 95639, 95641, 95652, 95655, 95660, 95662, 95670, 95673, 95680, 95683, 95690, 95693, 95741, 95742, 95757, 95758, 95811, 95814, 95815, 95816, 95817, 95818, 95819, 95820, 95821, 95822, 95823, 95824, 95825, 95826, 95827, 95828, 95829, 95830, 95831, 95832, 95833, 95834, 95835, 95836, 95837, 95838, 95841, 95842, 95843, 95864",A0428,3006.42,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1871527887,,Medic Ambulance,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Sacramento,County-wide IFT,"95608, 95609, 95610, 95615, 95621, 95624, 95626, 95628, 95630, 95632, 95638, 95639, 95641, 95652, 95655, 95660, 95662, 95670, 95673, 95680, 95683, 95690, 95693, 95741, 95742, 95757, 95758, 95811, 95814, 95815, 95816, 95817, 95818, 95819, 95820, 95821, 95822, 95823, 95824, 95825, 95826, 95827, 95828, 95829, 95830, 95831, 95832, 95833, 95834, 95835, 95836, 95837, 95838, 95841, 95842, 95843, 95864",A0425,75.0,911,contracted,https://dhs.saccounty.gov/PUB/EMS/Documents/Ambulance%20Fees/2025%20Ambulance%20Fees/EMSA%20Letter_Approved%20Ground%20Ambulance%20Transportation%20Rates_2025.pdf,Verified from Sacramento County 2025 Ground Ambulance Fee Schedule PDF,,2025-01-01,1871527887,,Medic Ambulance Service,Verified,Sacramento County EMS Agency publishes annual approved ground ambulance fee schedule covering all authorized providers. Both 911 and IFT rates listed per provider. Fire departments classified as county/public. ALS mapped to A0427 (911) and A0426 (IFT); BLS to A0429 (911) and A0428 (IFT); CCT to A0434; Mileage to A0425.
Sacramento,County-wide IFT,"95608, 95609, 95610, 95615, 95621, 95624, 95626, 95628, 95630, 95632, 95638, 95639, 95641, 95652, 95655, 95660, 95662, 95670, 95673, 95680, 95683, 95690, 95693, 95741, 95742, 95757, 95758, 95811, 95814, 95815, 95816, 95817, 95818, 95819, 95820, 95821, 95822, 95823, 95824, 95825, 95826, 95827, 95828, 95829, 95830, 95831, 95832, 95833, 95834, 95835, 95836, 95837, 95838, 95841, 95842, 95843, 95864",A0425,75.0,IFT,contracted,https://dhs.saccounty.gov/PUB/EMS/Documents/Ambulance%20Fees/2025%20Ambulance%20Fees/EMSA%20Letter_Approved%20Ground%20Ambulance%20Transportation%20Rates_2025.pdf,Verified from Sacramento County EMS Agency 2025 Ground Ambulance Provider Rates (Rev. 12/30/2024),https://npiregistry.cms.hhs.gov/,2025-01-01,1871527887,,Medic Ambulance Service,Verified,Sacramento County EMS Agency publishes annual approved ground ambulance fee schedule covering all authorized providers. Both 911 and IFT rates listed per provider. ALS mapped to A0427 (911) and A0426 (IFT); BLS to A0429 (911) and A0428 (IFT); CCT to A0434; Mileage to A0425.
Sacramento,County-wide IFT,"95608, 95609, 95610, 95615, 95621, 95624, 95626, 95628, 95630, 95632, 95638, 95639, 95641, 95652, 95655, 95660, 95662, 95670, 95673, 95680, 95683, 95690, 95693, 95741, 95742, 95757, 95758, 95811, 95814, 95815, 95816, 95817, 95818, 95819, 95820, 95821, 95822, 95823, 95824, 95825, 95826, 95827, 95828, 95829, 95830, 95831, 95832, 95833, 95834, 95835, 95836, 95837, 95838, 95841, 95842, 95843, 95864",A0426,2875.71,IFT,contracted,https://dhs.saccounty.gov/PUB/EMS/Documents/Ambulance%20Fees/2025%20Ambulance%20Fees/EMSA%20Letter_Approved%20Ground%20Ambulance%20Transportation%20Rates_2025.pdf,Verified from Sacramento County 2025 Ground Ambulance Fee Schedule PDF,,2025-01-01,1871527887,,Medic Ambulance Service,Verified,Sacramento County EMS Agency publishes annual approved ground ambulance fee schedule covering all authorized providers. Both 911 and IFT rates listed per provider. Fire departments classified as county/public. ALS mapped to A0427 (911) and A0426 (IFT); BLS to A0429 (911) and A0428 (IFT); CCT to A0434; Mileage to A0425.
Sacramento,County-wide IFT,"95608, 95609, 95610, 95615, 95621, 95624, 95626, 95628, 95630, 95632, 95638, 95639, 95641, 95652, 95655, 95660, 95662, 95670, 95673, 95680, 95683, 95690, 95693, 95741, 95742, 95757, 95758, 95811, 95814, 95815, 95816, 95817, 95818, 95819, 95820, 95821, 95822, 95823, 95824, 95825, 95826, 95827, 95828, 95829, 95830, 95831, 95832, 95833, 95834, 95835, 95836, 95837, 95838, 95841, 95842, 95843, 95864",A0427,2875.71,911,contracted,https://dhs.saccounty.gov/PUB/EMS/Documents/Ambulance%20Fees/2025%20Ambulance%20Fees/EMSA%20Letter_Approved%20Ground%20Ambulance%20Transportation%20Rates_2025.pdf,Verified from Sacramento County 2025 Ground Ambulance Fee Schedule PDF,,2025-01-01,1871527887,,Medic Ambulance Service,Verified,Sacramento County EMS Agency publishes annual approved ground ambulance fee schedule covering all authorized providers. Both 911 and IFT rates listed per provider. Fire departments classified as county/public. ALS mapped to A0427 (911) and A0426 (IFT); BLS to A0429 (911) and A0428 (IFT); CCT to A0434; Mileage to A0425.
Sacramento,County-wide IFT,"95608, 95609, 95610, 95615, 95621, 95624, 95626, 95628, 95630, 95632, 95638, 95639, 95641, 95652, 95655, 95660, 95662, 95670, 95673, 95680, 95683, 95690, 95693, 95741, 95742, 95757, 95758, 95811, 95814, 95815, 95816, 95817, 95818, 95819, 95820, 95821, 95822, 95823, 95824, 95825, 95826, 95827, 95828, 95829, 95830, 95831, 95832, 95833, 95834, 95835, 95836, 95837, 95838, 95841, 95842, 95843, 95864",A0427,2875.71,IFT,contracted,https://dhs.saccounty.gov/PUB/EMS/Documents/Ambulance%20Fees/2025%20Ambulance%20Fees/EMSA%20Letter_Approved%20Ground%20Ambulance%20Transportation%20Rates_2025.pdf,Verified from Sacramento County EMS Agency 2025 Ground Ambulance Provider Rates (Rev. 12/30/2024),https://npiregistry.cms.hhs.gov/,2025-01-01,1871527887,,Medic Ambulance Service,Verified,Sacramento County EMS Agency publishes annual approved ground ambulance fee schedule covering all authorized providers. Both 911 and IFT rates listed per provider. ALS mapped to A0427 (911) and A0426 (IFT); BLS to A0429 (911) and A0428 (IFT); CCT to A0434; Mileage to A0425.
Sacramento,County-wide IFT,"95608, 95609, 95610, 95615, 95621, 95624, 95626, 95628, 95630, 95632, 95638, 95639, 95641, 95652, 95655, 95660, 95662, 95670, 95673, 95680, 95683, 95690, 95693, 95741, 95742, 95757, 95758, 95811, 95814, 95815, 95816, 95817, 95818, 95819, 95820, 95821, 95822, 95823, 95824, 95825, 95826, 95827, 95828, 95829, 95830, 95831, 95832, 95833, 95834, 95835, 95836, 95837, 95838, 95841, 95842, 95843, 95864",A0428,2875.71,IFT,contracted,https://dhs.saccounty.gov/PUB/EMS/Documents/Ambulance%20Fees/2025%20Ambulance%20Fees/EMSA%20Letter_Approved%20Ground%20Ambulance%20Transportation%20Rates_2025.pdf,Verified from Sacramento County 2025 Ground Ambulance Fee Schedule PDF,,2025-01-01,1871527887,,Medic Ambulance Service,Verified,Sacramento County EMS Agency publishes annual approved ground ambulance fee schedule covering all authorized providers. Both 911 and IFT rates listed per provider. Fire departments classified as county/public. ALS mapped to A0427 (911) and A0426 (IFT); BLS to A0429 (911) and A0428 (IFT); CCT to A0434; Mileage to A0425.
Sacramento,County-wide IFT,"95608, 95609, 95610, 95615, 95621, 95624, 95626, 95628, 95630, 95632, 95638, 95639, 95641, 95652, 95655, 95660, 95662, 95670, 95673, 95680, 95683, 95690, 95693, 95741, 95742, 95757, 95758, 95811, 95814, 95815, 95816, 95817, 95818, 95819, 95820, 95821, 95822, 95823, 95824, 95825, 95826, 95827, 95828, 95829, 95830, 95831, 95832, 95833, 95834, 95835, 95836, 95837, 95838, 95841, 95842, 95843, 95864",A0429,2875.71,911,contracted,https://dhs.saccounty.gov/PUB/EMS/Documents/Ambulance%20Fees/2025%20Ambulance%20Fees/EMSA%20Letter_Approved%20Ground%20Ambulance%20Transportation%20Rates_2025.pdf,Verified from Sacramento County 2025 Ground Ambulance Fee Schedule PDF,,2025-01-01,1871527887,,Medic Ambulance Service,Verified,Sacramento County EMS Agency publishes annual approved ground ambulance fee schedule covering all authorized providers. Both 911 and IFT rates listed per provider. Fire departments classified as county/public. ALS mapped to A0427 (911) and A0426 (IFT); BLS to A0429 (911) and A0428 (IFT); CCT to A0434; Mileage to A0425.
Sacramento,County-wide IFT,"95608, 95609, 95610, 95615, 95621, 95624, 95626, 95628, 95630, 95632, 95638, 95639, 95641, 95652, 95655, 95660, 95662, 95670, 95673, 95680, 95683, 95690, 95693, 95741, 95742, 95757, 95758, 95811, 95814, 95815, 95816, 95817, 95818, 95819, 95820, 95821, 95822, 95823, 95824, 95825, 95826, 95827, 95828, 95829, 95830, 95831, 95832, 95833, 95834, 95835, 95836, 95837, 95838, 95841, 95842, 95843, 95864",A0429,2875.71,IFT,contracted,https://dhs.saccounty.gov/PUB/EMS/Documents/Ambulance%20Fees/2025%20Ambulance%20Fees/EMSA%20Letter_Approved%20Ground%20Ambulance%20Transportation%20Rates_2025.pdf,Verified from Sacramento County EMS Agency 2025 Ground Ambulance Provider Rates (Rev. 12/30/2024),https://npiregistry.cms.hhs.gov/,2025-01-01,1871527887,,Medic Ambulance Service,Verified,Sacramento County EMS Agency publishes annual approved ground ambulance fee schedule covering all authorized providers. Both 911 and IFT rates listed per provider. ALS mapped to A0427 (911) and A0426 (IFT); BLS to A0429 (911) and A0428 (IFT); CCT to A0434; Mileage to A0425.
Sacramento,County-wide IFT,"95608, 95609, 95610, 95615, 95621, 95624, 95626, 95628, 95630, 95632, 95638, 95639, 95641, 95652, 95655, 95660, 95662, 95670, 95673, 95680, 95683, 95690, 95693, 95741, 95742, 95757, 95758, 95811, 95814, 95815, 95816, 95817, 95818, 95819, 95820, 95821, 95822, 95823, 95824, 95825, 95826, 95827, 95828, 95829, 95830, 95831, 95832, 95833, 95834, 95835, 95836, 95837, 95838, 95841, 95842, 95843, 95864",A0434,7535.0,911,contracted,https://dhs.saccounty.gov/PUB/EMS/Documents/Ambulance%20Fees/2025%20Ambulance%20Fees/EMSA%20Letter_Approved%20Ground%20Ambulance%20Transportation%20Rates_2025.pdf,Verified from Sacramento County 2025 Ground Ambulance Fee Schedule PDF,,2025-01-01,1871527887,,Medic Ambulance Service,Verified,Sacramento County EMS Agency publishes annual approved ground ambulance fee schedule covering all authorized providers. Both 911 and IFT rates listed per provider. Fire departments classified as county/public. ALS mapped to A0427 (911) and A0426 (IFT); BLS to A0429 (911) and A0428 (IFT); CCT to A0434; Mileage to A0425.
Sacramento,County-wide IFT,"95608, 95609, 95610, 95615, 95621, 95624, 95626, 95628, 95630, 95632, 95638, 95639, 95641, 95652, 95655, 95660, 95662, 95670, 95673, 95680, 95683, 95690, 95693, 95741, 95742, 95757, 95758, 95811, 95814, 95815, 95816, 95817, 95818, 95819, 95820, 95821, 95822, 95823, 95824, 95825, 95826, 95827, 95828, 95829, 95830, 95831, 95832, 95833, 95834, 95835, 95836, 95837, 95838, 95841, 95842, 95843, 95864",A0434,7535.0,IFT,contracted,https://dhs.saccounty.gov/PUB/EMS/Documents/Ambulance%20Fees/2025%20Ambulance%20Fees/EMSA%20Letter_Approved%20Ground%20Ambulance%20Transportation%20Rates_2025.pdf,Verified from Sacramento County EMS Agency 2025 Ground Ambulance Provider Rates (Rev. 12/30/2024),https://npiregistry.cms.hhs.gov/,2025-01-01,1871527887,,Medic Ambulance Service,Verified,Sacramento County EMS Agency publishes annual approved ground ambulance fee schedule covering all authorized providers. Both 911 and IFT rates listed per provider. ALS mapped to A0427 (911) and A0426 (IFT); BLS to A0429 (911) and A0428 (IFT); CCT to A0434; Mileage to A0425.
